id,section,bundle_version,serial,branch,number,rarity,round,level,type,feature,battle_power_1,battle_power_2,battle_power_3,battle_power_4,battle_power_ex,publication_year,name,ruby,character_name,effect,flavor_text,participating_works,participating_works_url,errata_enable,errata_url,type_name,illustrator_name,image_url,thumbnail_image_url
457,BP,03,054,,BP03-054,C,,5,POWER,Kaiju,4000,8000,,,,2009,Ultraman Belial,-,BELIAL,,He will discard anyone and anything for a scrap more of power.,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/66dd0ab84deec728f65367de4c3d4d4c45850792.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/beaf42d0b4e3fd542a7f891d5cfd4f22b655e824.webp
458,BP,03,055,,BP03-055,RR,,6,BASIC,Kaiju,7000,9000,14000,,,2009,Ultraman Belial,-,BELIAL,"[SIN][DBL] 《When this character enters play》 You may reveal the top five cards of your deck, to put one scene card from among them into your hand, and send the rest to your discard area.","The Giga Battlenizer was sealed in the deepest part of the Monster Graveyard, waiting to be returned to its true master.",,,False,,Giga Battlenizer,David López,https://img.ultraman-cardgame.com/images/card_details/11c0b9b3e4df003aeac2acdec8c0dfd52a64740f.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/21acb28015dc0c60bc73bd162e79bb01826e7ae3.webp
524,BP,03,055,AP10,AP(10/20)BP03-055,AP,,6,BASIC,Kaiju,7000,9000,14000,,,2009,Ultraman Belial,-,BELIAL,"[SIN][DBL] 《When this character enters play》 You may reveal the top five cards of your deck, to put one scene card from among them into your hand, and send the rest to your discard area.","The Kaiser is no more than a dark memory now, but Belial's grudge has not faded.",Ultraman Geed,,False,,Giga Battlenizer,HUJIWARA HISASHI,https://img.ultraman-cardgame.com/images/card_details/3faf231c8117114f9bb00a82b3c30e67fb1ac261.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/0e62a70ef3b64ecb140a5d2c6db2d426e2f291d0.webp
459,BP,03,056,,BP03-056,U,,6,POWER,Kaiju,7000,10000,14000,,,2009,Ultraman Belial,-,BELIAL,"[SIN][DBL] While this character's battle opponent has TYPE 【SPEED】 , this character's BP grade increases by 1.","It was Belial's son, Ultraman Geed, that brought him to Earth the first time.",,,False,,Giga Battlenizer,,https://img.ultraman-cardgame.com/images/card_details/150050d789d6d49887b9fcc087a60401d5f654eb.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/5f21f9748172ddbfc70f659abf2975b322e0a684.webp
460,BP,03,057,,BP03-057,C,,6,POWER,Kaiju,7000,11000,,,,2009,Ultraman Belial,-,BELIAL,,No amount of lives taken or bounty seized will ever satisfy him.,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/811480434c779b99c9028a44be7a0ef608d9f48b.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/1c96c81837eb6fd4046a5d6224a4fbcc03ff8655.webp
461,BP,03,058,,BP03-058,C,,6,BASIC,Kaiju,7000,11000,,,,2009,Ultraman Belial,-,BELIAL,,"""Evil"" is difficult to quantify — and yet, one look at him and all you can think is ""evil"".",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/e422498cab9d872a1895e43655faac36e3dce336.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/e798cef9ef6958cf8b63bdb40b08e2f5de7097d4.webp
462,BP,03,059,,BP03-059,RRR,,7,BASIC,Kaiju,7000,11000,18000,,,2009,Ultraman Belial,-,BELIAL,"[DBL][TRP][Activate] (Once per turn) Discard one card from your hand that is not an Ultra Hero card → Give one of your 『BELIAL』 , or one of your Kaiju with printed EXTRA BP, a BP grade increase by 1 for this turn.","When Belial escaped from his prison, he immediately laid siege to the Land of Light to take the Plasma Spark.",,,False,,,Sean Chen,https://img.ultraman-cardgame.com/images/card_details/267071ba5ad250046fef87215d755031ccdda5e2.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/8cd50bfb47248b3e7bf3f64ecc0f1548d5701246.webp
538,BP,03,059,SP04,SP(04/05)BP03-059,SP,,7,BASIC,Kaiju,7000,11000,18000,,,2009,Ultraman Belial,-,BELIAL,"[DBL][TRP][Activate] (Once per turn) Discard one card from your hand that is not an Ultra Hero card → Give one of your 『BELIAL』 , or one of your Kaiju with printed EXTRA BP, a BP grade increase by 1 for this turn.",To carve out the heart of the Land of Light. Even that would not satisfy him.,Ultraman Geed,,False,,,ikuyoan,https://img.ultraman-cardgame.com/images/card_details/43be3700043c82ec9a7b3b99cfd6a63ecd7a64ab.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/42cff5b11a0fc711f5707ec8dce7effcac32996b.webp
541,BP,03,059,SSSP02,SSSP(02/02)BP03-059,SSSP,,7,BASIC,Kaiju,7000,11000,18000,,,2009,Ultraman Belial,-,BELIAL,"[DBL][TRP][Activate] (Once per turn) Discard one card from your hand that is not an Ultra Hero card → Give one of your 『BELIAL』 , or one of your Kaiju with printed EXTRA BP, a BP grade increase by 1 for this turn.","He sought the power he thought he deserved, but the Plasma Spark rejected the darkness within his heart.",Ultraman Geed,,False,,,Masayuki Gotoh,https://img.ultraman-cardgame.com/images/card_details/ad46935f06dfcb87d08571b0804069d9515ed17b.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/78cf1d93d5a8470dbc472b406b344320cd1c5ea6.webp
544,BP,03,059,UR02,UR(02/02)BP03-059,UR,,7,BASIC,Kaiju,7000,11000,18000,,,2009,Ultraman Belial,-,BELIAL,"[DBL][TRP][Activate] (Once per turn) Discard one card from your hand that is not an Ultra Hero card → Give one of your 『BELIAL』 , or one of your Kaiju with printed EXTRA BP, a BP grade increase by 1 for this turn.","When the brightest star collapses, all that is left is darkness and hunger.",Ultraman Geed,,False,,,Masayuki Gotoh,https://img.ultraman-cardgame.com/images/card_details/c96456ebab39af8bdbaa2ed49522438ae8663bc3.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/0cb62fc563d1eac87ee99a853c43d7a168021294.webp
463,BP,03,060,,BP03-060,U,,7,BASIC,Kaiju,9000,13000,16000,,,2009,Ultraman Belial,-,BELIAL,"[SIN][DBL] While this character's battle opponent has TYPE 【POWER】 , this character's BP grade increases by 1.","His hands — no, claws — can only gouge and tear now.",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/b5356262fd8bb86ef1fc9f5f735b7e7d732eca8f.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/4b0e601d82a75f98839a084589b79a794b7b1f5f.webp
464,BP,03,061,,BP03-061,C,,7,SPEED,Kaiju,7000,14000,16000,,,2009,Ultraman Belial,-,BELIAL,,The serene face of an Ultra has been twisted into a vicious grin.,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/c5da102f74a57975d03cc2e092092588c2d97892.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/b6d2ad6c2329aa8de7837efcb4310c282c460de0.webp
465,BP,03,062,,BP03-062,C,,7,POWER,Kaiju,7000,13000,17000,,,2009,Ultraman Belial,-,BELIAL,,To stand below Belial is to invite being crushed.,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/9fcd85c9d4b53897ec0c13f5f42228ae796483c0.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/216a9eb870e3780b7fd110994cc8c13893a667a7.webp
466,BP,03,063,,BP03-063,R,,5,BASIC,Kaiju,1000,7000,,,,2016,The Infinite Phantom Jugglus Juggler,-,JUGGLUS JUGGLER,"[SIN] 《When this character enters play》 You may draw two cards. When you draw with this effect, return one card from your hand to the bottom of your deck.","His presence on Earth was a challenge to Orb — to stop Juggler, he would have to become as bad as him.",,,False,,,Nick Roche,https://img.ultraman-cardgame.com/images/card_details/a46ada4863ee5284277160a89da70c8665cafde7.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f0bd1764451d9246d5881b2930e347d9c68fcf28.webp
525,BP,03,063,AP11,AP(11/20)BP03-063,AP,,5,BASIC,Kaiju,1000,7000,,,,2016,The Infinite Phantom Jugglus Juggler,-,JUGGLUS JUGGLER,"[SIN] 《When this character enters play》 You may draw two cards. When you draw with this effect, return one card from your hand to the bottom of your deck.",Every great story requires a great antagonist — and that villain may be a hero of another story.,Ultraman Orb,,False,,,Kazumasa Yasukuni,https://img.ultraman-cardgame.com/images/card_details/db65bf4d011fe6bcc3ee8a8fee51e4ac17ab3223.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/4432819623909bfd210a8591128a2d95592cfe8d.webp
467,BP,03,064,,BP03-064,U,,5,SPEED,Kaiju,5000,9000,,,,2016,The Infinite Phantom Jugglus Juggler,-,JUGGLUS JUGGLER,"[SIN][DBL] While this character's battle opponent has TYPE 【ARMED】 , this character's BP grade increases by 1.","The Dark Ring in his hand is a mockery of the Orb Ring, spewing darkness.",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/cc7c0b95c481064f767db018522da724555db35b.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/321b90734b699f9feff3c0e1d77bca378abf0b72.webp
468,BP,03,065,,BP03-065,C,,5,POWER,Kaiju,5000,,,,,2016,The Infinite Phantom Jugglus Juggler,-,JUGGLUS JUGGLER,,"Suave, sophisticated... and utterly ruthless.",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/7b22293e0c76c7fcc6d171772c7c94daa602696e.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/150147ec94193b4dff185969f8a4d7db8b58d13a.webp
469,BP,03,066,,BP03-066,RR,,6,ARMED,Kaiju,7000,9000,14000,,,2016,The Infinite Phantom Jugglus Juggler,-,JUGGLUS JUGGLER,"[SIN][DBL] 《When this character enters play》 You may reveal the top five cards of your deck, to put one scene card from among them into your hand, and send the rest to your discard area.",His blade is as long and as wicked as his schemes.,,,False,,,Sean Chen,https://img.ultraman-cardgame.com/images/card_details/0c0e0319295d1d455de603c4d7259e82124eb174.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/8d4c8685681cda35adfa52d7bfe96a156e8f3865.webp
526,BP,03,066,AP12,AP(12/20)BP03-066,AP,,6,ARMED,Kaiju,7000,9000,14000,,,2016,The Infinite Phantom Jugglus Juggler,-,JUGGLUS JUGGLER,"[SIN][DBL] 《When this character enters play》 You may reveal the top five cards of your deck, to put one scene card from among them into your hand, and send the rest to your discard area.",Why was he not chosen by the Ring of Light? What made him unworthy?,Ultraman Orb,,False,,,YAMAGUCHI BIRU,https://img.ultraman-cardgame.com/images/card_details/f3d8795a78cc2c23b52cbc865bf3dd3129d16187.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/bce1e878fc918ecf6ad0b42b0f07287c9aaf8533.webp
470,BP,03,067,,BP03-067,U,,6,POWER,Kaiju,7000,10000,14000,,,2016,The Infinite Phantom Jugglus Juggler,-,JUGGLUS JUGGLER,"[SIN][DBL] While this character's battle opponent has TYPE 【SPEED】 , this character's BP grade increases by 1.","Juggler was not chosen to gain the power of Ultraman, but this did not mean he lacked skill.",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/bc92095e0a1e201e6f26f1034713c0fd3377bbaf.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/387e9701d5ec407d3bff22cebe0eb6e87823e01a.webp
471,BP,03,068,,BP03-068,C,,6,SPEED,Kaiju,7000,11000,,,,2016,The Infinite Phantom Jugglus Juggler,-,JUGGLUS JUGGLER,,Juggler's skill with the blade came from the Jashin Style school of swordplay.,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/ca667bba57cad10e185d07906fb3c11e122cb07c.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/4cc9a66f4cda676b8d18aa2afebecf5a2ebc3289.webp
472,BP,03,069,,BP03-069,RRR,,7,ARMED,Kaiju,7000,12000,17000,,,2016,The Infinite Phantom Jugglus Juggler,-,JUGGLUS JUGGLER,"[DBL][TRP] 《When this character enters play》 You may choose one card at random from an opponent's hand, to reveal it. If the revealed card is a character card, give the battle opponent of one of your 『JUGGLUS JUGGLER』 a BP grade decrease by 1 for this turn. (*The revealed card returns to its previous state.)","Juggler was not naturally capable of becoming a giant, so when he did so, it was to maximize the destruction he caused.",,,False,,,Davide Tinto,https://img.ultraman-cardgame.com/images/card_details/ee0668baaa57d8fa522005f5e3b3ca45c675ebf8.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/093663c5ca49adee267ce6780a3fefa43cc8a2d3.webp
539,BP,03,069,SP05,SP(05/05)BP03-069,SP,,7,ARMED,Kaiju,7000,12000,17000,,,2016,The Infinite Phantom Jugglus Juggler,-,JUGGLUS JUGGLER,"[DBL][TRP] 《When this character enters play》 You may choose one card at random from an opponent's hand, to reveal it. If the revealed card is a character card, give the battle opponent of one of your 『JUGGLUS JUGGLER』 a BP grade decrease by 1 for this turn. (*The revealed card returns to its previous state.)","Behind every wicked plan, every vicious insult, was a man who just wanted to be recognized.",Ultraman Orb,,False,,,ikuyoan,https://img.ultraman-cardgame.com/images/card_details/574b2124c0b27b5d9ba69f38a90b7951732a5413.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/c940ace125464b8b9c74043d03a0a8db6f289fb1.webp
473,BP,03,070,,BP03-070,U,,7,SPEED,Kaiju,8000,13000,16000,,,2016,The Infinite Phantom Jugglus Juggler,-,JUGGLUS JUGGLER,"[TRP] 《When this character enters play》 Your opponent may draw a card. When they draw with this effect, draw a card.","Power felt empty — it could not give him the redemption, the recognition he sought.",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/3d4a705ee205da718b86200428299a6636ea3752.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/76ae58d8b2751e4717e003b22db1176c98bb8b82.webp
474,BP,03,071,,BP03-071,C,,7,POWER,Kaiju,9000,13000,17000,,,2016,The Infinite Phantom Jugglus Juggler,-,JUGGLUS JUGGLER,,"A hedonistic man, his frivolity hid a deep sadness.",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/9b005fdf9e672090ee0f00d05d40daea603162b6.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/3d191c413fddccc5b2a82e0356ac685ae88d5be0.webp
475,BP,03,072,,BP03-072,C,,5,INVASION,Kaiju,2000,7000,,,,1966,The Space Ninja Alien Baltan,-,ALIEN BALTAN,"[SIN] 《When this character enters play》 You may discard one card from your hand, to draw a card.","The ""Space Ninja"" has fought Ultraman to try and claim Earth as their new home countless times.",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/b30bf9604387eb971f439e6b31958191e90bd0eb.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/a3c87377ad968c617703d5175fdf1dd15b4c3683.webp
476,BP,03,073,,BP03-073,RR,,6,INVASION,Kaiju,8000,14000,,,,1966,The Space Ninja Alien Baltan,-,ALIEN BALTAN,"[SIN][DBL][Activate] (Once per turn) Send the top three cards of each player's deck to their discard area → For every two Kaiju cards from among them, give this character +1000 BP for this turn.",Baltan's duplicates were no more than illusions — not that they were any less dangerous.,,,False,,,Francesco Manna,https://img.ultraman-cardgame.com/images/card_details/43cbe9cd27f6908308f0d977771c421454e66032.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/879b13477d0331309746b377b1c5f452a15141c1.webp
527,BP,03,073,AP13,AP(13/20)BP03-073,AP,,6,INVASION,Kaiju,8000,14000,,,,1966,The Space Ninja Alien Baltan,-,ALIEN BALTAN,"[SIN][DBL][Activate] (Once per turn) Send the top three cards of each player's deck to their discard area → For every two Kaiju cards from among them, give this character +1000 BP for this turn.",It was the fires of the Baltans' own weapons that doomed them to a life as refugees among the stars.,Ultraman,,False,,,SENNSU,https://img.ultraman-cardgame.com/images/card_details/4221b14a569cce2c9824b7dc867ac2a4d6142dd5.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/67bd06cc7204e94f8f1d03f0427058349b623422.webp
477,BP,03,074,,BP03-074,C,,5,HAZARD,Kaiju,9000,12000,,,5000,1966,The Ancient Monster Gomora,-,GOMORA,"[SIN] While this character's battle opponent has TYPE 【BASIC】 , this character's BP becomes EXTRA.",Gomora — a prehistoric Kaiju that has survived to the modern era.,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/8789e76d64be1bb8975c5ec5355a90bc55fefe9b.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/bbed1a321ade427153bbae91dc0add290c569da1.webp
478,BP,03,075,,BP03-075,RR,,6,HAZARD,Kaiju,10000,12000,,,,1966,The Ancient Monster Gomora,-,GOMORA,"[SIN][DBL] For every two cards in an opponent's hand, give this character +1000 BP.",Emerging from hibernation can make anyone grumpy.,,,False,,,Matt Frank,https://img.ultraman-cardgame.com/images/card_details/da8fff0c1597afeaba7fba244b6f03210c5049a4.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f7d8484a03fb6541d3d311f0298aecda3554c8be.webp
528,BP,03,075,AP14,AP(14/20)BP03-075,AP,,6,HAZARD,Kaiju,10000,12000,,,,1966,The Ancient Monster Gomora,-,GOMORA,"[SIN][DBL] For every two cards in an opponent's hand, give this character +1000 BP.","In truth, Gomora are fairly peaceful creatures... as long as you don't disturb their slumber.",Ultraman,,False,,,YAMAGUCHI BIRU,https://img.ultraman-cardgame.com/images/card_details/acdf8560877ac0515754b41c78c52adbc4f2e806.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/d44e0ca7ecc818b58d4f3ef5c6568f39badb6c6e.webp
479,BP,03,076,,BP03-076,C,,5,DEVASTATION,Kaiju,8000,13000,,,5000,1966,The Space Dinosaur Zetton,-,ZETTON,"[SIN] While this character's battle opponent has TYPE 【SPEED】 , this character's BP becomes EXTRA.","The Alien Zetton's capsule detonated, releasing Ultraman's final foe.",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/0c33e1565032591796ec84fce0df7ab9a1247389.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/5c949e43cf57ca55d57f3a2974a3586445ff7067.webp
480,BP,03,077,,BP03-077,R,,6,DEVASTATION,Kaiju,9000,14000,16000,,20000,1966,The Space Dinosaur Zetton,-,ZETTON,"[SIN][DBL] While this character's battle opponent's BP grade is increased, this character's BP becomes EXTRA.","Against the setting sun, the end of the world walks.",,,False,,,Christopher Conde,https://img.ultraman-cardgame.com/images/card_details/392b65b8b3a4f7c839b93fb9d2974814f5dcdf53.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/1ad91493bdd1ef4e47de34f0b377f68999b6bca2.webp
529,BP,03,077,AP15,AP(15/20)BP03-077,AP,,6,DEVASTATION,Kaiju,9000,14000,16000,,20000,1966,The Space Dinosaur Zetton,-,ZETTON,"[SIN][DBL] While this character's battle opponent's BP grade is increased, this character's BP becomes EXTRA.","His beam, deflected. His strength, surpassed. Against Zetton, the giant could only struggle and fall.",Ultraman,,False,,,HUJIWARA HISASHI,https://img.ultraman-cardgame.com/images/card_details/95195eba8b6eb91960ff9b7733139fcfdb620088.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/22daaed5f85fd3085c83f726d2df9c88a3d43314.webp
481,BP,03,078,,BP03-078,C,,5,HAZARD,Kaiju,8000,13000,,,5000,1967,The Space Monster Eleking,-,ELEKING,"[SIN] While this character's battle opponent has TYPE 【ARMED】 , this character's BP becomes EXTRA.","The old fisherman thought he'd caught dinner — instead, he'd almost fished up a Kaiju!",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/4bc847b07045d7b122f3e794e6de40ade7108822.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/90c30322083e41449e6a9862687a479d544493b1.webp
482,BP,03,079,,BP03-079,R,,6,HAZARD,Kaiju,8000,15000,,,,1967,The Space Monster Eleking,-,ELEKING,"[SIN][DBL] 《When this character enters play》 If you are the Lead player for this turn, you may choose this character's battle opponent. If you do, opponent's cannot resolve the chosen character's 《When this character enters play》 effect for this turn.",Eleking's leathery form belies a terrifying electrical power!,,,False,,,Bob Eggleton,https://img.ultraman-cardgame.com/images/card_details/539484c9e1c07e54ea1253ea37e16f623dae0c21.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/71cdbaa195c2b7c07bfda1aa8261a9f00e0fff0e.webp
530,BP,03,079,AP16,AP(16/20)BP03-079,AP,,6,HAZARD,Kaiju,8000,15000,,,,1967,The Space Monster Eleking,-,ELEKING,"[SIN][DBL] 《When this character enters play》 If you are the Lead player for this turn, you may choose this character's battle opponent. If you do, opponent's cannot resolve the chosen character's 《When this character enters play》 effect for this turn.",Nothing can survive the lightning coursing through its body — even an Ultra risks its life against such a threat!,Ultraseven,,False,,,Kazumasa Yasukuni,https://img.ultraman-cardgame.com/images/card_details/94020c475ad4d2f2e6c6d529bf850e19bc0f1128.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/3766b0313058ee4ea0cb21867ae7b999f194d7bb.webp
483,BP,03,080,,BP03-080,C,,5,INVASION,Kaiju,9000,12000,,,5000,1996,The Infernal Warrior Kyrieloid,-,KYRIELOID,"[SIN] While this character's battle opponent has TYPE 【BASIC】 , this character's BP becomes EXTRA.",The Kyriel thought themselves to be humanity's shepherds — and sheep are meant to obey.,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/b829c9e44aed540e8d11d906cc263b4ffd785993.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/ebda115788adb49d3344c41875c743a63fc7a49c.webp
484,BP,03,081,,BP03-081,RR,,6,INVASION,Kaiju,10000,14000,16000,,18000,1996,The Infernal Warrior Kyrieloid II,-,KYRIELOID,"[SIN][DBL] While this character's battle opponent is 『TIGA』 , this character's BP becomes EXTRA.","The returning Kyrieloid attempted to convince humanity that Tiga was the devilish interloper, not him.",,,False,,,Matt Frank,https://img.ultraman-cardgame.com/images/card_details/1cab2ace85c28e8db8372f80da3c507626ca5a96.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/d21b585c9344e1fe0c4e34aba656368782f2dd2b.webp
531,BP,03,081,AP17,AP(17/20)BP03-081,AP,,6,INVASION,Kaiju,10000,14000,16000,,18000,1996,The Infernal Warrior Kyrieloid II,-,KYRIELOID,"[SIN][DBL] While this character's battle opponent is 『TIGA』 , this character's BP becomes EXTRA.","From the gates of an otherdimensional purgatory, it descended with devilish intent.",Ultraman Tiga,,False,,,JUN YAMAGUCHI,https://img.ultraman-cardgame.com/images/card_details/3d7c97c67edf7c433c145bef213092c05c52a032.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/7c5ca9554b339419f6ebf42088d1f008ac76e34c.webp
485,BP,03,082,,BP03-082,U,,6,INVASION,Kaiju,9000,14000,16000,,7000,1996,The Infernal Warrior Kyrieloid II,-,KYRIELOID,"[SIN][DBL] While this character's battle opponent has TYPE 【POWER】 , this character's BP becomes EXTRA.","Against Tiga's Power Type, Kyrieloid II's body swelled with muscle, wicked blades emerging from its arms.",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/75a70888d0642b4a7ce8609c945d72738e4cd673.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/b6645afa7139a9b480d53afc7b31b3d37d8103ea.webp
486,BP,03,083,,BP03-083,U,,6,INVASION,Kaiju,9000,14000,16000,,7000,1996,The Infernal Warrior Kyrieloid II,-,KYRIELOID,"[SIN][DBL] While this character's battle opponent has TYPE 【SPEED】 , this character's BP becomes EXTRA.","Against Tiga's Sky Type, Kyrieloid II's body sprouted leathery wings to allow it to pursue the giant by air.",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/c9d554834c3dc7dfefdfd7370fe454cd255670a6.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/c9e436585fb94d6cc56fcb5d38854fbf3176ca02.webp
487,BP,03,084,,BP03-084,C,,5,HAZARD,Kaiju,8000,13000,,,5000,2004,Dark Mephisto,-,DARK MEPHISTO,"[SIN] While this character's battle opponent has TYPE 【SPEED】 , this character's BP becomes EXTRA.","Shinya Mizorogi rejected the light, in favor of the power of darkness.",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/75251b789ae3f3a14342f24d6463b8345b661d0f.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/7280ee2c675ce38a6aca4452574719f5d7b75115.webp
488,BP,03,085,,BP03-085,R,,6,HAZARD,Kaiju,10000,15000,,,,2004,Dark Mephisto,-,DARK MEPHISTO,"[DBL][Activate] (Once per turn) Send the top card of an opponent's deck to their discard area → If the sent card is a Kaiju card, give this character +1000 BP for this turn. Otherwise, give one opponent's character -1000 BP for this turn. (*BP will not be less than 0.)","Mephisto had been the one behind the death of Riko Saida, and her resurrection as the unwilling host of Dark Faust.",,,False,,,Barbara Kaalberg,https://img.ultraman-cardgame.com/images/card_details/b02dc0d87ecbb4f3a1a8b7b3504ee496cdd38255.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/df091ac30ab176097049231997f805cd1e698f4a.webp
532,BP,03,085,AP18,AP(18/20)BP03-085,AP,,6,HAZARD,Kaiju,10000,15000,,,,2004,Dark Mephisto,-,DARK MEPHISTO,"[DBL][Activate] (Once per turn) Send the top card of an opponent's deck to their discard area → If the sent card is a Kaiju card, give this character +1000 BP for this turn. Otherwise, give one opponent's character -1000 BP for this turn. (*BP will not be less than 0.)","The Meta Field, meant to protect the Earth, was corrupted into a hellish Dark Field.",Ultraman Nexus,,False,,,toriyufu,https://img.ultraman-cardgame.com/images/card_details/7f5e491a500e3f48c5955edb74137be0855c20d5.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/58d1215a639320876d2c7afa60c050130eebe00f.webp
489,BP,03,086,,BP03-086,U,,5,DEVASTATION,Kaiju,7000,13000,,,,2013,Dark Lugiel,-,DARK LUGIEL,[SIN] 《When this character enters play》 You may send one opponent's scene with round 2 to their discard area.,"The mastermind between the Dark Spark War, which threatened to trap the multiverse in endless stasis.",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/cbfd825ea7bafbec05d2ec9a80d61d0dffad7f2f.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f125bce5904829fc44b9c16f7f2a2316bd5cdb9c.webp
490,BP,03,087,,BP03-087,RR,,6,DEVASTATION,Kaiju,8000,15000,,,,2013,Dark Lugiel,-,DARK LUGIEL,"[SIN][DBL] 《When this character enters play》 You may choose this character's battle opponent. If you do, the chosen character cannot level up during the next turn.","Against his hated foe Ginga, Lugiel refused to get his own hands dirty until the final battle.",,,False,,,Jamie Noguchi,https://img.ultraman-cardgame.com/images/card_details/4d0f5b2e7854cd848197e53619d332bf8d9c5807.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/06edc1b8b7e5b6bef9b2a56f74be54a4afcf415f.webp
533,BP,03,087,AP19,AP(19/20)BP03-087,AP,,6,DEVASTATION,Kaiju,8000,15000,,,,2013,Dark Lugiel,-,DARK LUGIEL,"[SIN][DBL] 《When this character enters play》 You may choose this character's battle opponent. If you do, the chosen character cannot level up during the next turn.","""What is peace?"" To find the answer, the future diverged into light and darkness.",Ultraman Nexus,,False,,,TONJI MATSUNO,https://img.ultraman-cardgame.com/images/card_details/271fba7a522074624413502b6c50e4dc6046dd2b.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/93a5d8ab01c6071f1e5e2afb16ff264f929c0d0c.webp
491,BP,03,088,,BP03-088,C,,5,HAZARD,Kaiju,8000,13000,,,5000,2017,The Belial Fusion Monster Skull Gomora,-,SKULL GOMORA,"[SIN] While this character's battle opponent has TYPE 【BASIC】 , this character's BP becomes EXTRA.","Gomora and Red King's strength combined and multiplied, all for the dark purposes of Belial.",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/115068c4096f239ac3c0d686d1c3ee4fde0e5871.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/94d675f1b9848241238406cceb93ab799d176c40.webp
